brand_slug,name,location_type,region_label,address,url,evidence_url,source_type,source_chain,confidence,notes
bulan-s-studio,文具患者,stockist,台南,台南市安南區同安路262巷43弄65號1樓,https://www.nasstationeria.com/,https://www.nasstationeria.com/categories/bulan,retailer_website,retailer website → current BuLan collection → store footer,high,零售商目前有 BuLan 品牌專區；官網列有實體營業時間。
evakaku,有筆 x 鋼筆工作室,stockist,台中,台中市西區長春街14號,https://www.ihaveapen11.com/,https://www.ihaveapen11.com/categories/%E5%B0%8F%E5%B3%B6%E5%8C%A0%E6%89%80-evakaku,retailer_website,retailer website → current Evakaku collection,high,零售商目前有 Evakaku 品牌商品專區並提供實體店地址。
ginny-lambkin,嗨賴文具工作室,stockist,新竹,新竹市北區西門里江山街21號,https://www.highlights1992.com/,https://www.highlights1992.com/categories/ginny-lambkin,retailer_website,retailer website → current Ginny Lambkin collection → store address,high,零售商目前有 Ginny Lambkin 品牌商品專區。
hmm,Harbook,stockist,中國・上海,"REEL 1601 Nanjing W Rd, JingAnSi, Jingan Qu, China, 200000",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,RESEE,stockist,中國・上海,"3F, 755, Huaihai Middle Road, Shanghai, China",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Redzepi,stockist,中國・上海,"1586 Kangding Rd, Jingan Qu, Shanghai Shi, China",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,STAY,stockist,中國・南通,"江蘇省南通市港閘區北大街111號萬象城四層L429商鋪, China",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,jamais assez,stockist,加拿大・Montréal,"5155 Boulevard Saint-Laurent, Montréal, QC H2T 1R9",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,papeterie nota bene,stockist,加拿大・Montréal,"3416, ave du parc, (rue sherbrooke st), Montréal, Québec, H2X 2H5",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Atelier Cotier,stockist,加拿大・Québec,"907 chemin de la Grave, Havre-Aubert, Qc, G4T 9C8",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Merchant of York｜Harbourfront Centre,stockist,加拿大・Toronto,"235 Queens Quay West, Toronto",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Merchant of York｜Outlet Moss Park,stockist,加拿大・Toronto,"181 Queen Street East, Toronto",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,THIRTY SIX KNOTS,stockist,加拿大・Toronto,"1212 Yonge Street, Toronto, ON M4T 1W1",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,"shop AGO, Art Gallery of Ontario",stockist,加拿大・Toronto,"317 Dundas Street West, Toronto, ON M5T 1G4",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Old Faithful Shop,stockist,加拿大・Vancouver,"320 W Cordova St, Vancouver, BC V6B 1E8",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,PAPER YA,stockist,加拿大・Vancouver,"9-1666 Johnson St., Granville Island, Vancouver, BC V6H 3S2",,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Cycling Culture Museum,stockist,台中,台中市西屯區東大路一段997號,,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,VVG Play Play / National Taichung Theater,stockist,台中,台中市西屯區惠來路二段101號,,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,googoods,stockist,台中,台中市中區中山路88號,,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
hmm,Design Pin,stockist,台北,台北市信義區光復南路133號1F,,https://hmmproject.com/pages/stores,official_website,official website → store/location page,high,HMM 官方 Stores 頁列示。
