brand_slug,name,location_type,region_label,address,url,evidence_url,source_type,source_chain,confidence,notes
farfarawayvillage,東東市,stockist,臺東縣,台東市徐州街293號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,娜路彎大酒店,stockist,臺東縣,台東市連航路66號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,輕咖啡,stockist,臺東縣,台東市更生號511號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,向日葵藍染文創 - 台東,stockist,臺東縣,台東市中興路二段191號庫空間,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,門廷若室 鐵花秀泰館,stockist,臺東縣,台東市新生路96號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,門廷若室 河堤左岸館,stockist,臺東縣,台東縣台東市開封街818巷2號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,湯園民宿,stockist,臺東縣,台東市中興路一段225號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,馬可樓民宿,stockist,臺東縣,台東縣成功鎮豐田路28之1號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,海景擁月星宿民宿,stockist,臺東縣,台東縣成功鎮豐田路25-1號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,月光海咖啡屋,stockist,臺東縣,台東縣成功鎮新村路25號都歷遊客中心1F,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,雁窩庭園民宿,stockist,臺東縣,台東縣鹿野鄉永安村鹿寮路51巷5號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,饗嚮星空,stockist,臺東縣,台東縣鹿野鄉永安村高台路42巷95號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,興源行民宿,stockist,臺東縣,台東縣關山鎮中山路16號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,社團法人吳若石神父全人發展協會,stockist,臺東縣,台東縣長濱鄉13鄰258號 長濱天主堂,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,老爺藝品店（知本老爺酒店內）,stockist,臺東縣,台東縣卑南鄉龍泉路113巷23號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,打個蛋海旅,stockist,臺東縣,台東縣太麻里鄉金崙村4鄰金崙128號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,Mic Mind Studio,stockist,臺北市,台北市中山區復興北路62號4樓之3,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,花蒔茪,stockist,臺北市,台北市內湖區康寧路三段23號2樓-1,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,天儀管理顧問,stockist,新北市,新北市烏來野要路112-3號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,安娜貝兒咖啡屋,stockist,新北市,新北市烏來瀑布路233號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,ㄩˊ事 / Over The Moon Cafe‘,stockist,桃園市,桃園市桃園區中寧街12巷13號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
farfarawayvillage,Life Light Hair,stockist,桃園市,桃園市中壢區新生路278之11號,,https://www.farfarawayvillage.com/pages/where-to-buy,official_website,official_website → where_to_buy,high,
reminis-candere,筧燭 Reminis Candēre 工作室,showroom_studio,臺北市,台北市大安區泰順街38巷28號1樓,https://reminiscandere.com/,https://reminiscandere.com/,official_website,official_website → studio_visit,high,官方網站寫明歡迎到工作室走走。
miher,茉荷 MIHER 聞香／展示據點,showroom_studio,臺中市,台中市南區愛國街45號,https://www.miher.com.tw/products/product-8D5Y3YxHfHd8xpDBgtp8GY,https://www.miher.com.tw/products/product-8D5Y3YxHfHd8xpDBgtp8GY,official_website,official_website → product_page → physical_try_on,high,
miher,R79中山誠品地下街廣場（小樽咖啡旁）,stockist,臺北市,臺北市中山地下街 R79（小樽咖啡旁）,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,愛手創赤峰街邊店,stockist,臺北市,台北市大同區赤峰街49巷15號,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,愛手創中山漫讀選物店,stockist,臺北市,台北市大同區赤峰街75號1樓,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,京站時尚廣場 2F Chi's 專櫃,stockist,臺北市,台北市大同區承德路一段1號2F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,板橋誠品 4F Chi's 專櫃,stockist,新北市,新北市板橋區中山路一段46號4F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,竹北遠百 5F 圓環,stockist,新竹縣,新竹縣竹北市莊敬北路18號5F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,耀茶拾刻 興大女宿1F,stockist,臺中市,台中市南區國光路250號 興大女宿1F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,Athena·flower 花·日子,stockist,臺中市,台中市,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,舊火車站 鐵道驛站,stockist,臺中市,台中市中區台灣大道一段1號,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,虎尾建國眷村 有點小物,stockist,雲林縣,雲林縣虎尾鎮建國一村,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,文化路夜市 CHUCKY 選品,stockist,嘉義市,嘉義市文化路夜市,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,林好商店 2F TORi Beauty,stockist,臺南市,台南市中西區中正路31號2F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,FOCUS 1F TORi Beauty,stockist,臺南市,台南市中西區中山路166號1F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,收藏職人選物,stockist,臺南市,台南市中西區神農街88號,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,森參會館｜裁縫師咖啡,stockist,臺南市,台南市,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,漢神巨蛋 8F,stockist,高雄市,高雄市左營區博愛二路777號8F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,美濃菸仕物所,stockist,高雄市,高雄市美濃區,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,高雄大遠百 12F,stockist,高雄市,高雄市苓雅區三多四路21號12F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,義大世界 B1 A區,stockist,高雄市,高雄市大樹區學城路一段12號B1 A區,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,左營新光三越 B2 彩虹市集,stockist,高雄市,高雄市左營區高鐵路123號B2,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,屏東環球購物中心 6F,stockist,屏東縣,屏東縣屏東市仁愛路90號6F,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
miher,地景澤行館,stockist,臺東縣,台東縣,,https://www.miher.com.tw/articles/article-AGeopFELQXa4iFhKGL2DCe,official_website,official_website → consignment_directory,high,依品牌官方寄售資訊；個別店點實際品項可能不同。
yufutang,美的代妍經典美顏中心,stockist,彰化縣,彰化縣埔心鄉經口村中山路153巷3弄22-1號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,PENNY SPA,stockist,新北市,新北市三重區慈愛街171號1樓,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,SKINBONBON 美．時光,stockist,桃園市,桃園市桃園區大興西路一段218號3樓,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,susingchan 大墩店,stockist,臺中市,台中市西屯區大墩十七街68號2樓,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,莎鹿欣美學,stockist,臺中市,台中市沙鹿區東晉二街217號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,JiYuSkincare,stockist,臺中市,台中市北屯區文昌東五街43號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,蓁妍室 True Face,stockist,臺中市,台中市西區南屯路一段77號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,MISS BELLO 貝蘿小姐,stockist,臺南市,台南市東區東光路二段124號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,Colorful BeautyLab 卡芙美研,stockist,臺南市,台南市永康區鹽洲一街53號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,育膚堂合作夥伴（loveeyelashes）,stockist,臺南市,台南市安平區育平路27號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,菲堤舒療美顏 總部,stockist,臺南市,台南市南區金華路二段203號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,菲堤舒療美顏 本館,stockist,臺南市,台南市南區聖南街17號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,紐緹絲概念美學,stockist,臺南市,台南市北區文成一路162號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,LydiaBeauty,stockist,高雄市,高雄市鳳山區文龍東路245號,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
yufutang,faceme,stockist,高雄市,高雄市楠梓區德賢路220巷87弄1號2樓,,https://www.yufutang.com.tw/page/yufutang-partner,official_website,official_website → partner_directory,high,
pang,A SCENT,stockist,臺北市,106071臺北市大安區光武里大安路一段51巷50號1樓,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,春米秧行 Chunmi Select,stockist,臺北市,103臺北市大同區迪化街一段72巷28號,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,水水生活旗艦店,stockist,臺北市,108臺北市萬華區成都路24號,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,縷縷 Bit by Bit,stockist,新北市,新北市板橋區文化路一段47號1樓,,https://www.pangscent.com/stores,official_website,official_website → stores,high,僅線香品項。
pang,WET Ethical Select Shop 道德選品店,stockist,臺中市,401臺中市東區復興路四段17巷10號1樓（台中富興工廠1962）,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,"白日, 夢霧所－蝸牛市吉",stockist,臺南市,70048臺南市中西區中正路138巷10號（蝸牛巷）,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,承風書店 City Wind Books,stockist,高雄市,高雄市前鎮區林森四路189號7樓（承億酒店7F）,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,洋洋本屋,stockist,高雄市,807高雄市三民區松江街59號,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,原石商行,stockist,高雄市,高雄市鹽埕區光榮街7巷7號,,https://www.pangscent.com/stores,official_website,official_website → stores,high,
pang,Auntie Cafe,other_physical_retail,高雄市,801高雄市前金區仁義街306號,,https://www.pangscent.com/stores,official_website,official_website → stores → scent_only,high,品牌官方列為聞香據點；僅供聞香／無販售。
pang,午安午安ㄨㄢㄨㄢ選物,other_physical_retail,高雄市,802高雄市苓雅區青年一路261巷1號（萬吧內的小角落）,,https://www.pangscent.com/stores,official_website,official_website → stores → scent_only,high,品牌官方列為聞香據點；僅供聞香／無販售。
picupi,picupi挑品｜Net Zero Living Lab 零廢棄形象概念店,direct_store,臺北市,台北市信義區吳興街156巷22弄12號1樓,https://www.picupi.com/salesbase,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,微風超市｜微風廣場店,stockist,臺北市,台北市中山區復興南路一段39號B2,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台北南西店一館,stockist,臺北市,台北市中山區南京西路12號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台北站前店,stockist,臺北市,台北市中正區忠孝西路一段66號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台北信義A4,stockist,臺北市,台北市信義區松高路19號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台北信義A8,stockist,臺北市,台北市信義區松高路12號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台北信義A11,stockist,臺北市,台北市信義區松壽路11號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台北天母店一館,stockist,臺北市,台北市士林區天母東路68號B1F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台中中港店,stockist,臺中市,台中市西屯區台灣大道三段301號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜嘉義垂楊店,stockist,嘉義市,嘉義市西區垂楊路726號B1F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台南中山店,stockist,臺南市,台南市中西區中山路162號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜台南新天地（本館）,stockist,臺南市,台南市中西區西門路一段658號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜高雄左營店,stockist,高雄市,高雄市左營區高鐵路123號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,新光三越美麗市場｜高雄三多店,stockist,高雄市,高雄市前鎮區三多三路213號B2F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,果嶼 島嶼選物｜永康店,stockist,臺北市,台北市大安區永康街37巷2之3號1樓,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,果嶼 島嶼選物｜北車店,stockist,臺北市,台北市中正區忠孝西路一段49號B1F,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,貝殼好室 BackerHouse｜群眾集資體驗店,stockist,臺北市,台北市大同區迪化街一段155號,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,slowood｜堅尼地城分店,stockist,香港,香港堅尼地城爹核士街11號浚峯地下2-3號,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,slowood｜中環街市分店,stockist,香港,香港中環德輔道中80號中環街市2樓231-233號舖,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
picupi,Bowwow+ 包旺家寵物選品店,stockist,臺中市,台中市北屯區軍功里軍福十八路288號,,https://www.picupi.com/salesbase,official_website,official_website → salesbase,high,
uffy,誠品生活南西店,department_store_counter,臺北市,104台北市中山區南京西路14號4F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,品牌官方列為直營櫃點。
uffy,京站時尚廣場 京站店,department_store_counter,臺北市,103台北市大同區承德路一段1號1F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,品牌官方列為直營櫃點。
uffy,高雄統一時代百貨,department_store_counter,高雄市,806高雄市前鎮區中華五路789號B1,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,品牌官方列為直營櫃點。
uffy,設計點 Design Pin,stockist,臺北市,110台北市信義區光復南路133號,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,華山未來市,stockist,臺北市,100臺北市中正區八德路一段1號,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,好感生活-京站店,stockist,臺北市,103台北市大同區承德路一段1號4F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,三創 創Q SPACE,stockist,臺北市,台北市中正區市民大道三段2號2F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,來好 LAI HAO 永康本店,stockist,臺北市,106台北市大安區永康街6巷11號,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,來好 LAI HAO 西門分店,stockist,臺北市,108台北市萬華區西寧南路169號,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,來好 LAI HAO 凱薩分店,stockist,臺北市,100台北市中正區忠孝西路一段38號1F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,HANDS 台隆手創館 南港LALAPORT店,stockist,臺北市,115台北市南港區經貿二路131號3F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,HANDS 台隆手創館 美麗華店,stockist,臺北市,10491台北市中山區敬業三路20號,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,HANDS 台隆手創館 京站店,stockist,臺北市,台北市大同區承德路一段1號3F,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,HANDS 台隆手創館 SOGO復興店,stockist,臺北市,106台北市大安區忠孝東路三段300號8樓,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
uffy,HANDS 台隆手創館 板橋大遠百,stockist,新北市,220新北市板橋區新站路28號7樓,,https://www.uffy.life/pages/uffyplaceofsale,official_website,official_website → physical_sales_points,high,
