brand_slug,name,location_type,channel_type,category_label,region_label,address,url,evidence_url,source_type,source_chain,confidence,notes
mola,高仕-300碼練習場,stockist,offline,戶外露營,高雄市,高雄市鳳山市南華一路133之1號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,高仕-尚榮練習場,stockist,offline,戶外露營,高雄市,高雄市路竹區復興路760號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,巧視比眼鏡有限公司,stockist,offline,戶外露營,嘉義市,嘉義市東區民族路305號1樓,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,高仕-松柏林練習場,stockist,offline,戶外露營,桃園市,桃園縣八德市大信里榮興路松柏林3-1號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,高仕-青年公園練習場,stockist,offline,戶外露營,台北市,台北市萬華區國興路5號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,高仕-永安球場,stockist,offline,戶外露營,台南市,台南縣東山鄉東原村班芝花坑39號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,高仕-棕櫚湖球場,stockist,offline,戶外露營,嘉義縣,嘉義縣番路鄉新福村第三農場24號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,高仕-大溪球場,stockist,offline,戶外露營,桃園市,桃園縣大溪鎮永福里日新路168號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,大衛營高爾夫,stockist,offline,戶外露營,彰化縣,彰化縣埔心鄉油車村二抱路3段42號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,立達高爾夫,stockist,offline,戶外露營,彰化縣,彰化縣大村鄉學府路15號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,大屯高爾夫,stockist,offline,戶外露營,新北市,新北市淡水區商工路309號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
mola,全新飛翼高爾夫精品有限公司,stockist,offline,戶外露營,屏東縣,屏東市建國路225號,,https://www.molasunglasses.com/pages/distributer,official_website,official_website → distributor_page,medium,MOLA 官方經銷頁目前仍列示；部分地址沿用舊行政區名稱且頁面未標示近期更新日期，前往前建議確認營業與庫存。
easymain,結交世界戶外用品有限公司-旗艦店,direct_store,offline,戶外露營,台南市,台南市東區裕和路261號,https://www.easymain.com.tw/stores.php?cid=2,https://www.easymain.com.tw/stores.php?cid=2,official_website,official_website → direct_store_page,high,衣力美官方目前列示之直營據點。
easymain,健康直營店,direct_store,offline,戶外露營,台南市,台南市南區健康路2段220號,https://www.easymain.com.tw/stores.php?cid=2,https://www.easymain.com.tw/stores.php?cid=2,official_website,official_website → direct_store_page,high,衣力美官方目前列示之直營據點。
easymain,和緯直營店,direct_store,offline,戶外露營,台南市,台南市北區和緯路3段228號,https://www.easymain.com.tw/stores.php?cid=2,https://www.easymain.com.tw/stores.php?cid=2,official_website,official_website → direct_store_page,high,衣力美官方目前列示之直營據點。
easymain,北極鳥羽毛精品有限公司,stockist,offline,戶外露營,台北市,台北市中山區民權東路三段9號,,https://www.easymain.com.tw/stores.php?cid=7,official_website,official_website → dealer_directory,high,衣力美官方目前列示之經銷據點。
easymain,行家羽毛專賣店(旗艦店),stockist,offline,戶外露營,台北市,台北市信義區信義路3段164號,,https://www.easymain.com.tw/stores.php?cid=7,official_website,official_website → dealer_directory,high,衣力美官方目前列示之經銷據點。
easymain,游遊戶外體育用品,stockist,offline,戶外露營,新北市,新北市新店區北新路三段105巷1號,,https://www.easymain.com.tw/stores.php?cid=7,official_website,official_website → dealer_directory,high,衣力美官方目前列示之經銷據點。
